 written on 30Aug2016 at 16:16:53 
          14
         279
    3    2    2    3    2    3    6    2    2    2    1    2    2    1    1
    2    2    1    1    1    2    2    1    1    1    1    2    6    2    2
    2    2    2    6    2    2    3    1    1    1    3    2    1    1    1
    1    2    3    1    1    1    1    1    3    1    1    1    1    1    1
    2    1    1    1    1    1    2    2    1    1    1    1    2    3    2
    3    2    1    2    2    1    1    1    1    2    2    1    1    1    1
    1    2    1    1    1    1    1    1    2    1    1    1    1    1    2
    1    1    1    1    1    1    2    1    1    1    2    2    2    3    2
    1    1    2    3    1    1    1    1    1    3    1    1    1    1    1
    1    2    1    1    1    1    1    2    1    1    1    1    1    1    3
    1    1    1    1    1    3    2    1    1    2    3    2    2    2    1
    1    1    2    1    1    1    1    1    1    2    1    1    1    1    1
    2    1    1    1    1    1    1    2    1    1    1    1    1    2    2
    1    1    1    1    2    2    1    2    3    2    3    2    1    1    1
    1    2    2    1    1    1    1    1    2    1    1    1    1    1    1
    3    1    1    1    1    1    3    2    1    1    1    1    2    3    1
    1    1    3    2    2    6    2    2    2    2    2    6    2    1    1
    1    1    2    2    1    1    1    2    2    1    1    2    2    1    2
    2    2    6    3    2    3    2    2    3
   -4    0    2    1    1   -0.004472   -0.000000
   -4    0    2    2    1   -0.003439    0.000001
   -4    0    2    3    1   -0.003435    0.000234
   -4    0    2    4    1    0.003438    0.000235
   -4    0    2    5    1   -0.000118    0.000108
   -4    0    2    6    1   -0.000118    0.000109
   -4    0    2    7    1    0.000932   -0.000164
   -4    0    2    8    1   -0.000001   -0.000001
   -4    0    2    9    1    0.000236   -0.000231
   -4    0    2   10    1   -0.000234    0.000002
   -4    0    2   11    1    0.000002   -0.000230
   -4    0    2   12    1   -0.000154   -0.000105
   -4    0    2   13    1    0.000152   -0.000114
   -4    0    2   14    1   -0.000001    0.000168
   -4    0    2    1    2   -0.003918    0.000001
   -4    0    2    2    2    0.001665   -0.000000
   -4    0    2    3    2   -0.001870   -0.000192
   -4    0    2    4    2    0.001852   -0.000173
   -4    0    2    5    2   -0.001497   -0.000125
   -4    0    2    6    2    0.002652   -0.000144
   -4    0    2    7    2    0.000322    0.000211
   -4    0    2    8    2    0.000053   -0.000052
   -4    0    2    9    2    0.000162   -0.000193
   -4    0    2   10    2   -0.000052   -0.000126
   -4    0    2   11    2   -0.000128   -0.000057
   -4    0    2   12    2   -0.000363   -0.000288
   -4    0    2   13    2   -0.000021    0.000021
   -4    0    2   14    2    0.000189    0.000055
   -4    0    2    1    3   -0.003915    0.000050
   -4    0    2    2    3   -0.001870    0.000152
   -4    0    2    3    3    0.001637    0.000176
   -4    0    2    4    3    0.001862    0.000037
   -4    0    2    5    3    0.002655   -0.000023
   -4    0    2    6    3   -0.001494    0.000285
   -4    0    2    7    3    0.000324   -0.000057
   -4    0    2    8    3   -0.000051    0.000000
   -4    0    2    9    3    0.000040    0.000176
   -4    0    2   10    3   -0.000178   -0.000008
   -4    0    2   11    3    0.000142    0.000187
   -4    0    2   12    3    0.000021    0.000145
   -4    0    2   13    3    0.000365    0.000126
   -4    0    2   14    3   -0.000188   -0.000209
   -4    0    2    1    4    0.003919    0.000051
   -4    0    2    2    4    0.001852    0.000135
   -4    0    2    3    4    0.001862   -0.000039
   -4    0    2    4    4    0.001669   -0.000176
   -4    0    2    5    4    0.002799    0.000062
   -4    0    2    6    4    0.002804   -0.000114
   -4    0    2    7    4    0.000616    0.000020
   -4    0    2    8    4    0.000001   -0.000053
   -4    0    2    9    4    0.000179    0.000071
   -4    0    2   10    4   -0.000189   -0.000127
   -4    0    2   11    4    0.000006    0.000188
   -4    0    2   12    4    0.000112    0.000116
   -4    0    2   13    4   -0.000111   -0.000067
   -4    0    2   14    4   -0.000000   -0.000023
   -4    0    2    1    5   -0.001500    0.000229
   -4    0    2    2    5   -0.000067    0.000045
   -4    0    2    3    5    0.001348    0.000260
   -4    0    2    4    5    0.001196   -0.000350
   -4    0    2    5    5    0.001099   -0.000001
   -4    0    2    6    5   -0.000186    0.000044
   -4    0    2    7    5    0.000191    0.000041
   -4    0    2    8    5    0.000081    0.000314
   -4    0    2    9    5   -0.000114    0.000145
   -4    0    2   10    5   -0.000093    0.000120
   -4    0    2   11    5   -0.000122   -0.000360
   -4    0    2   12    5    0.000024   -0.000020
   -4    0    2   13    5   -0.000089   -0.000083
   -4    0    2   14    5   -0.000081   -0.000088
   -4    0    2    1    6   -0.001500   -0.000314
   -4    0    2    2    6    0.001344   -0.000122
   -4    0    2    3    6   -0.000068   -0.000147
   -4    0    2    4    6    0.001196    0.000354
   -4    0    2    5    6   -0.000187    0.000079
   -4    0    2    6    6    0.001101    0.000023
   -4    0    2    7    6    0.000189    0.000091
   -4    0    2    8    6   -0.000083   -0.000229
   -4    0    2    9    6    0.000092   -0.000258
   -4    0    2   10    6    0.000115   -0.000046
   -4    0    2   11    6    0.000123    0.000355
   -4    0    2   12    6    0.000091   -0.000042
   -4    0    2   13    6   -0.000023    0.000001
   -4    0    2   14    6    0.000081   -0.000042
   -4    0    2    1    7   -0.003083   -0.000027
   -4    0    2    2    7   -0.000554   -0.000249
   -4    0    2    3    7   -0.000554    0.000144
   -4    0    2    4    7    0.002061    0.000070
   -4    0    2    5    7    0.000190    0.000081
   -4    0    2    6    7    0.000187   -0.000090
   -4    0    2    7    7    0.001098   -0.000023
   -4    0    2    8    7    0.000001    0.000026
   -4    0    2    9    7   -0.000081   -0.000148
   -4    0    2   10    7    0.000081    0.000255
   -4    0    2   11    7    0.000001   -0.000066
   -4    0    2   12    7   -0.000043    0.000086
   -4    0    2   13    7    0.000044   -0.000083
   -4    0    2   14    7    0.000000    0.000021
   -4    0    2    1    8   -0.000001    0.000001
   -4    0    2    2    8   -0.000234   -0.000240
   -4    0    2    3    8    0.000235   -0.000002
   -4    0    2    4    8    0.000001   -0.000241
   -4    0    2    5    8    0.000151   -0.000105
   -4    0    2    6    8   -0.000153   -0.000112
   -4    0    2    7    8   -0.000001    0.000160
   -4    0    2    8    8   -0.004471   -0.000000
   -4    0    2    9    8   -0.003438    0.000000
   -4    0    2   10    8   -0.003434   -0.000236
   -4    0    2   11    8    0.003440   -0.000236
   -4    0    2   12    8   -0.000117   -0.000113
   -4    0    2   13    8   -0.000113   -0.000105
   -4    0    2   14    8    0.000939    0.000164
   -4    0    2    1    9   -0.000050   -0.000053
   -4    0    2    2    9   -0.000190   -0.000159
   -4    0    2    3    9    0.000040   -0.000134
   -4    0    2    4    9    0.000140   -0.000073
   -4    0    2    5    9    0.000366   -0.000288
   -4    0    2    6    9    0.000022    0.000021
   -4    0    2    7    9   -0.000186    0.000054
   -4    0    2    8    9   -0.003916    0.000000
   -4    0    2    9    9    0.001670    0.000000
   -4    0    2   10    9   -0.001853    0.000173
   -4    0    2   11    9    0.001879    0.000180
   -4    0    2   12    9   -0.001494    0.000125
   -4    0    2   13    9    0.002651    0.000146
   -4    0    2   14    9    0.000322   -0.000209
   -4    0    2    1   10    0.000050    0.000000
   -4    0    2    2   10   -0.000051    0.000167
   -4    0    2    3   10    0.000175    0.000008
   -4    0    2    4   10   -0.000148    0.000167
   -4    0    2    5   10   -0.000022    0.000147
   -4    0    2    6   10   -0.000366    0.000126
   -4    0    2    7   10    0.000188   -0.000210
   -4    0    2    8   10   -0.003921   -0.000052
   -4    0    2    9   10   -0.001853   -0.000133
   -4    0    2   10   10    0.001680   -0.000176
   -4    0    2   11   10    0.001851   -0.000066
   -4    0    2   12   10    0.002652    0.000021
   -4    0    2   13   10   -0.001497   -0.000286
   -4    0    2   14   10    0.000320    0.000055
   -4    0    2    1   11   -0.000000   -0.000052
   -4    0    2    2   11   -0.000167    0.000058
   -4    0    2    3   11    0.000181   -0.000144
   -4    0    2    4   11    0.000005    0.000163
   -4    0    2    5   11   -0.000109    0.000116
   -4    0    2    6   11    0.000108   -0.000066
   -4    0    2    7   11   -0.000001   -0.000020
   -4    0    2    8   11    0.003917   -0.000052
   -4    0    2    9   11    0.001879   -0.000138
   -4    0    2   10   11    0.001850    0.000065
   -4    0    2   11   11    0.001682    0.000175
   -4    0    2   12   11    0.002805   -0.000067
   -4    0    2   13   11    0.002798    0.000116
   -4    0    2   14   11    0.000616   -0.000022
   -4    0    2    1   12   -0.000082    0.000315
   -4    0    2    2   12    0.000115    0.000148
   -4    0    2    3   12    0.000091    0.000123
   -4    0    2    4   12    0.000123   -0.000360
   -4    0    2    5   12   -0.000021   -0.000023
   -4    0    2    6   12    0.000090   -0.000080
   -4    0    2    7   12    0.000081   -0.000088
   -4    0    2    8   12   -0.001500   -0.000228
   -4    0    2    9   12   -0.000068   -0.000045
   -4    0    2   10   12    0.001346   -0.000257
   -4    0    2   11   12    0.001194    0.000356
   -4    0    2   12   12    0.001098   -0.000000
   -4    0    2   13   12   -0.000190   -0.000042
   -4    0    2   14   12    0.000185   -0.000042
   -4    0    2    1   13    0.000081   -0.000228
   -4    0    2    2   13   -0.000091   -0.000257
   -4    0    2    3   13   -0.000115   -0.000045
   -4    0    2    4   13   -0.000123    0.000355
   -4    0    2    5   13   -0.000088   -0.000040
   -4    0    2    6   13    0.000023   -0.000001
   -4    0    2    7   13   -0.000079   -0.000042
   -4    0    2    8   13   -0.001499    0.000314
   -4    0    2    9   13    0.001347    0.000121
   -4    0    2   10   13   -0.000071    0.000145
   -4    0    2   11   13    0.001193   -0.000361
   -4    0    2   12   13   -0.000188   -0.000082
   -4    0    2   13   13    0.001096   -0.000021
   -4    0    2   14   13    0.000189   -0.000088
   -4    0    2    1   14    0.000000    0.000027
   -4    0    2    2   14    0.000082   -0.000149
   -4    0    2    3   14   -0.000080    0.000254
   -4    0    2    4   14    0.000001   -0.000073
   -4    0    2    5   14    0.000040    0.000089
   -4    0    2    6   14   -0.000042   -0.000080
   -4    0    2    7   14   -0.000001    0.000023
   -4    0    2    8   14   -0.003085    0.000027
   -4    0    2    9   14   -0.000555    0.000255
   -4    0    2   10   14   -0.000554   -0.000149
   -4    0    2   11   14    0.002059   -0.000070
   -4    0    2   12   14    0.000184   -0.000081
   -4    0    2   13   14    0.000190    0.000088
   -4    0    2   14   14    0.001096    0.000022
   -4    1    1    1    1    0.000947   -0.000000
   -4    1    1    2    1    0.000000    0.000178
   -4    1    1    3    1    0.002566    0.000000
   -4    1    1    4    1    0.000001   -0.000011
   -4    1    1    5    1    0.002545    0.000113
   -4    1    1    6    1    0.003511    0.000084
   -4    1    1    7    1    0.002545    0.000153
   -4    1    1    8    1    0.000001    0.000001
   -4    1    1    9    1   -0.000012    0.000002
   -4    1    1   10    1    0.000000    0.000003
   -4    1    1   11    1    0.000180   -0.000000
   -4    1    1   12    1    0.000151    0.000161
   -4    1    1   13    1    0.000084    0.000001
   -4    1    1   14    1    0.000113   -0.000156
   -4    1    1    1    2    0.000000   -0.000050
   -4    1    1    2    2    0.000670   -0.000004
   -4    1    1    3    2   -0.000004    0.000348
   -4    1    1    4    2   -0.005930    0.000014
   -4    1    1    5    2   -0.002106    0.000267
   -4    1    1    6    2   -0.002877   -0.000208
   -4    1    1    7    2   -0.001135    0.000098
   -4    1    1    8    2   -0.000106   -0.000003
   -4    1    1    9    2   -0.000021    0.000192
